model-1587409902,1587409924.425,0.64,0.2154,0.6,0.2315,1
model-1587409902,1587409924.482,0.65,0.2224,0.59,0.2307,1
model-1587409902,1587409924.539,0.7,0.205,0.64,0.2269,1
model-1587409902,1587409924.596,0.72,0.1945,0.66,0.225,1
model-1587409902,1587409924.652,0.66,0.2073,0.65,0.2255,1
model-1587409902,1587409924.709,0.63,0.2135,0.64,0.2258,1
model-1587409902,1587409924.765,0.64,0.2151,0.66,0.2256,1
model-1587409902,1587409924.822,0.55,0.2506,0.59,0.2277,1
model-1587409902,1587409924.879,0.54,0.2528,0.64,0.2266,1
model-1587409902,1587409924.937,0.61,0.2304,0.59,0.2289,1
model-1587409902,1587409924.993,0.7,0.1992,0.62,0.2373,1
model-1587409902,1587409925.049,0.53,0.2644,0.62,0.2366,1
model-1587409902,1587409925.106,0.73,0.2027,0.59,0.2325,1
model-1587409902,1587409925.162,0.72,0.1955,0.6,0.2297,1
model-1587409902,1587409925.218,0.63,0.2185,0.57,0.2307,1
model-1587409902,1587409925.275,0.6,0.232,0.6,0.2314,1
model-1587409902,1587409925.332,0.62,0.2376,0.6,0.2284,1
model-1587409902,1587409925.388,0.62,0.2186,0.59,0.2312,1
model-1587409902,1587409925.446,0.59,0.2302,0.63,0.2354,1
model-1587409902,1587409925.502,0.55,0.2651,0.57,0.2299,1
model-1587409902,1587409925.558,0.76,0.1916,0.59,0.2295,1
model-1587409902,1587409925.615,0.67,0.2151,0.57,0.2424,1
model-1587409902,1587409925.671,0.51,0.2487,0.61,0.2321,1
model-1587409902,1587409925.728,0.63,0.2257,0.58,0.2271,1
model-1587409902,1587409925.785,0.75,0.2163,0.59,0.2269,1
model-1587409902,1587409925.841,0.7,0.2092,0.61,0.2277,1
model-1587409902,1587409925.898,0.64,0.2332,0.61,0.2314,1
model-1587409902,1587409925.955,0.66,0.216,0.6,0.232,1
model-1587409902,1587409926.012,0.59,0.2287,0.62,0.2262,1
model-1587409902,1587409926.068,0.75,0.2002,0.66,0.2218,1
model-1587409902,1587409926.124,0.61,0.244,0.63,0.2211,1
model-1587409902,1587409926.181,0.65,0.2118,0.62,0.2233,1
model-1587409902,1587409926.238,0.69,0.2152,0.6,0.2246,1
model-1587409902,1587409926.294,0.7,0.2017,0.61,0.224,1
model-1587409902,1587409926.351,0.46,0.2895,0.65,0.2227,1
model-1587409902,1587409926.407,0.65,0.2255,0.58,0.2424,1
model-1587409902,1587409926.465,0.61,0.2415,0.58,0.2441,1
model-1587409902,1587409926.521,0.62,0.2252,0.58,0.235,1
model-1587409902,1587409926.579,0.72,0.2051,0.63,0.2266,1
model-1587409902,1587409926.635,0.66,0.2182,0.65,0.2209,1
model-1587409902,1587409926.692,0.58,0.2292,0.62,0.2219,1
model-1587409902,1587409926.749,0.68,0.2086,0.62,0.2248,1
model-1587409902,1587409926.805,0.69,0.2242,0.63,0.226,1
model-1587409902,1587409926.862,0.65,0.2372,0.63,0.2239,1
model-1587409902,1587409926.92,0.64,0.2317,0.61,0.226,1
model-1587409902,1587409926.976,0.62,0.2171,0.59,0.2323,1
model-1587409902,1587409927.033,0.67,0.2204,0.58,0.2401,1
model-1587409902,1587409927.088,0.62,0.2097,0.58,0.2453,1
model-1587409902,1587409927.145,0.64,0.2306,0.6,0.2444,1
model-1587409902,1587409927.201,0.58,0.2288,0.58,0.2398,1
model-1587409902,1587409927.258,0.64,0.2311,0.57,0.2359,1
model-1587409902,1587409927.314,0.56,0.2514,0.59,0.234,1
model-1587409902,1587409927.372,0.6,0.2392,0.61,0.2324,1
model-1587409902,1587409927.429,0.67,0.215,0.58,0.2304,1
model-1587409902,1587409927.485,0.7,0.2085,0.6,0.2284,1
model-1587409902,1587409927.542,0.7,0.2095,0.63,0.227,1
model-1587409902,1587409927.598,0.65,0.2059,0.62,0.2253,1
model-1587409902,1587409927.654,0.6,0.2295,0.64,0.2236,1
model-1587409902,1587409927.711,0.61,0.2384,0.64,0.2244,1
model-1587409902,1587409927.768,0.66,0.2143,0.65,0.2247,1
model-1587409902,1587409927.825,0.65,0.2102,0.65,0.2229,1
model-1587409902,1587409927.881,0.72,0.2043,0.65,0.2227,1
model-1587409902,1587409927.939,0.58,0.2324,0.66,0.2201,1
model-1587409902,1587409927.995,0.65,0.2216,0.67,0.2186,1
model-1587409902,1587409928.051,0.63,0.2195,0.67,0.2207,1
model-1587409902,1587409928.107,0.68,0.2072,0.61,0.2256,1
model-1587409902,1587409928.164,0.64,0.2266,0.64,0.2234,1
model-1587409902,1587409928.22,0.64,0.2202,0.66,0.2184,1
model-1587409902,1587409928.277,0.59,0.2446,0.64,0.2187,1
model-1587409902,1587409928.333,0.67,0.2087,0.62,0.221,1
model-1587409902,1587409928.39,0.69,0.2005,0.61,0.2207,1
model-1587409902,1587409928.447,0.65,0.2191,0.65,0.222,1
model-1587409902,1587409928.503,0.56,0.2387,0.61,0.2304,1
model-1587409902,1587409928.561,0.57,0.2408,0.6,0.2414,1
model-1587409902,1587409928.618,0.55,0.266,0.61,0.2356,1
model-1587409902,1587409928.675,0.64,0.2369,0.56,0.2316,1
model-1587409902,1587409928.733,0.59,0.2462,0.65,0.2294,1
model-1587409902,1587409928.789,0.57,0.2346,0.59,0.2318,1
model-1587409902,1587409928.845,0.55,0.2505,0.6,0.2318,1
model-1587409902,1587409928.901,0.59,0.2508,0.6,0.2288,1
model-1587409902,1587409928.959,0.63,0.2272,0.61,0.2264,1
model-1587409902,1587409929.015,0.6,0.234,0.63,0.2272,1
model-1587409902,1587409929.072,0.65,0.2277,0.6,0.2305,1
model-1587409902,1587409929.128,0.57,0.2384,0.63,0.2324,1
model-1587409902,1587409929.186,0.65,0.2157,0.63,0.2313,1
model-1587409902,1587409929.242,0.69,0.2198,0.63,0.2314,1
model-1587409902,1587409929.299,0.68,0.2195,0.63,0.2314,1
model-1587409902,1587409929.355,0.58,0.2473,0.64,0.2294,1
model-1587409902,1587409929.412,0.61,0.2217,0.64,0.2261,1
model-1587409902,1587409929.47,0.6,0.2303,0.63,0.2236,1
model-1587409902,1587409929.526,0.7,0.2176,0.63,0.2219,1
model-1587409902,1587409929.582,0.66,0.2201,0.66,0.2209,1
model-1587409902,1587409929.639,0.6,0.2304,0.64,0.2206,1
model-1587409902,1587409929.695,0.58,0.2285,0.64,0.221,1
model-1587409902,1587409929.752,0.57,0.2455,0.63,0.2216,1
model-1587409902,1587409929.808,0.59,0.2374,0.63,0.2218,1
model-1587409902,1587409929.865,0.64,0.216,0.65,0.2212,1
model-1587409902,1587409929.922,0.69,0.2268,0.63,0.2213,1
model-1587409902,1587409929.98,0.62,0.2232,0.63,0.2231,1
model-1587409902,1587409930.036,0.68,0.2138,0.63,0.2269,1
model-1587409902,1587409930.092,0.64,0.2255,0.62,0.228,1
model-1587409902,1587409930.148,0.67,0.2188,0.62,0.2248,1
model-1587409902,1587409930.205,0.68,0.219,0.64,0.2196,1
model-1587409902,1587409930.261,0.69,0.2009,0.66,0.2176,1
model-1587409902,1587409930.319,0.69,0.2043,0.63,0.2174,1
model-1587409902,1587409930.376,0.68,0.2107,0.64,0.2171,1
model-1587409902,1587409930.432,0.63,0.2303,0.68,0.2171,1
model-1587409902,1587409930.489,0.62,0.2353,0.65,0.2202,1
model-1587409902,1587409930.546,0.76,0.1936,0.62,0.2252,1
model-1587409902,1587409930.603,0.59,0.2474,0.62,0.2239,1
model-1587409902,1587409930.659,0.65,0.2126,0.68,0.2202,1
model-1587409902,1587409930.716,0.72,0.1879,0.69,0.2182,1
model-1587409902,1587409930.773,0.67,0.2218,0.64,0.2155,1
model-1587409902,1587409930.83,0.62,0.2337,0.64,0.2156,1
model-1587409902,1587409930.886,0.55,0.2422,0.64,0.2161,1
model-1587409902,1587409930.944,0.64,0.2223,0.65,0.2163,1
model-1587409902,1587409931.0,0.65,0.2187,0.63,0.2192,1
model-1587409902,1587409931.056,0.67,0.2201,0.61,0.2235,1
model-1587409902,1587409931.112,0.7,0.2079,0.61,0.225,1
model-1587409902,1587409931.169,0.67,0.2168,0.61,0.2208,1
model-1587409902,1587409931.226,0.57,0.2299,0.64,0.2206,1
model-1587409902,1587409931.283,0.71,0.1988,0.61,0.2213,1
model-1587409902,1587409931.339,0.67,0.2135,0.62,0.2227,1
model-1587409902,1587409931.395,0.62,0.2281,0.6,0.2227,1
model-1587409902,1587409931.452,0.7,0.2002,0.62,0.2227,1
model-1587409902,1587409931.509,0.61,0.2279,0.61,0.2231,1
model-1587409902,1587409931.565,0.7,0.2048,0.63,0.2228,1
model-1587409902,1587409931.621,0.65,0.2095,0.63,0.223,1
model-1587409902,1587409931.678,0.7,0.2041,0.62,0.2239,1
model-1587409902,1587409931.735,0.71,0.2094,0.61,0.2289,1
model-1587409902,1587409931.792,0.64,0.2137,0.63,0.2362,1
model-1587409902,1587409931.848,0.6,0.2296,0.63,0.2248,1
model-1587409902,1587409931.905,0.66,0.213,0.62,0.2236,1
model-1587409902,1587409931.963,0.72,0.2053,0.64,0.2248,1
model-1587409902,1587409932.019,0.64,0.2302,0.66,0.2205,1
model-1587409902,1587409932.075,0.67,0.2154,0.64,0.2235,1
model-1587409902,1587409932.131,0.58,0.2431,0.63,0.2292,1
model-1587409902,1587409932.188,0.67,0.2381,0.63,0.2258,1
model-1587409902,1587409932.245,0.8,0.1571,0.64,0.2217,1
model-1587409902,1587409932.301,0.59,0.2404,0.63,0.2187,1
model-1587409902,1587409932.359,0.61,0.237,0.62,0.2192,1
model-1587409902,1587409932.416,0.63,0.2145,0.64,0.2176,1
model-1587409902,1587409932.474,0.58,0.2432,0.64,0.2235,1
model-1587409902,1587409932.531,0.65,0.2134,0.64,0.2356,1
model-1587409902,1587409932.589,0.61,0.2296,0.65,0.2323,1
model-1587409902,1587409932.646,0.66,0.1998,0.63,0.22,1
model-1587409902,1587409932.702,0.62,0.2178,0.61,0.2187,1
model-1587409902,1587409932.759,0.65,0.2311,0.64,0.2226,1
model-1587409902,1587409932.817,0.76,0.1916,0.65,0.2249,1
model-1587409902,1587409932.874,0.67,0.2093,0.62,0.2214,1
model-1587409902,1587409932.931,0.63,0.2312,0.62,0.2203,1
model-1587409902,1587409932.988,0.64,0.2162,0.66,0.2267,1
model-1587409902,1587409933.045,0.65,0.2228,0.67,0.229,1
model-1587409902,1587409933.102,0.7,0.1958,0.65,0.2265,1
model-1587409902,1587409933.158,0.63,0.207,0.61,0.2229,1
model-1587409902,1587409933.215,0.65,0.2073,0.6,0.2188,1
model-1587409902,1587409933.273,0.72,0.2033,0.64,0.2212,1
model-1587409902,1587409933.329,0.65,0.2074,0.65,0.2247,1
model-1587409902,1587409933.386,0.63,0.2376,0.65,0.2201,1
model-1587409902,1587409933.444,0.67,0.2134,0.64,0.2173,1
model-1587409902,1587409933.501,0.61,0.2267,0.62,0.2171,1
model-1587409902,1587409933.557,0.69,0.2283,0.62,0.2184,1
model-1587409902,1587409933.614,0.68,0.2099,0.62,0.2202,1
model-1587409902,1587409933.671,0.66,0.2044,0.61,0.2232,1
model-1587409902,1587409933.729,0.66,0.2103,0.66,0.2374,1
model-1587409902,1587409933.786,0.61,0.2275,0.64,0.2454,1
model-1587409902,1587409933.842,0.62,0.2401,0.66,0.2363,1
model-1587409902,1587409933.899,0.62,0.2387,0.63,0.2229,1
model-1587409902,1587409933.956,0.63,0.2272,0.64,0.2196,1
model-1587409902,1587409934.013,0.64,0.2313,0.62,0.2246,1
model-1587409902,1587409934.069,0.59,0.2448,0.62,0.2224,1
model-1587409902,1587409934.126,0.66,0.2194,0.63,0.2233,1
model-1587409902,1587409934.184,0.66,0.2143,0.62,0.2266,1
model-1587409902,1587409934.241,0.63,0.2342,0.62,0.2294,1
model-1587409902,1587409934.297,0.63,0.2146,0.61,0.23,1
model-1587409902,1587409934.354,0.5,0.2492,0.63,0.2245,1
model-1587409902,1587409934.412,0.68,0.2089,0.6,0.2216,1
model-1587409902,1587409934.47,0.71,0.2067,0.63,0.2204,1
